query_id,client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed
Q1556,sawyerjessica@example.net,5563011365,Bug Report,Check/uncheck box not saving state.,Closed,6/27/2025,6/28/2025
Q1557,sperry@example.net,3960104349,Subscription Cancellation,Received cancellation email but charged again.,Closed,4/1/2025,4/8/2025
Q1558,scole@example.org,3087546202,Payment Failure,Promo code not working during payment.,Closed,7/18/2025,7/21/2025
Q1559,josepheric@example.com,8081531155,Login Issue,Seeing 'invalid session token' error.,Closed,3/24/2025,3/28/2025
Q1560,mayerpatricia@example.net,7008815507,Subscription Cancellation,Need proof of cancellation for records.,Closed,4/26/2025,4/29/2025
Q1561,martinezadam@example.net,4578146630,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2/12/2025,2/26/2025
Q1562,whitneylisa@example.org,1812833334,Technical Support,Download button is inactive.,Closed,7/2/2025,7/4/2025
Q1563,ericacase@example.com,5672463722,Account Suspension,Support says I’m blacklisted — why?,Closed,5/27/2025,6/5/2025
Q1564,cole23@example.com,7226161035,Subscription Cancellation,Wrong account cancelled.,Closed,7/23/2025,7/26/2025
Q1565,shawthomas@example.org,6101702556,Feature Request,Provide more chart types in dashboard.,Closed,2/5/2025,2/7/2025
Q1566,troberts@example.com,8865021946,Feature Request,Suggesting calendar integration.,Closed,2/24/2025,2/28/2025
Q1567,jay62@example.org,7836695389,UI Feedback,Icons not intuitive.,Closed,6/13/2025,6/16/2025
Q1568,ibenson@example.net,6217134489,Payment Failure,Bank transaction shows pending.,Closed,6/23/2025,6/29/2025
Q1569,williamsdaniel@example.net,3765621429,Account Suspension,Need clarification on temporary lockout.,Closed,3/10/2025,3/20/2025
Q1570,stephanie66@example.com,6586898302,UI Feedback,Filter section takes too much space.,Closed,6/21/2025,6/24/2025
Q1571,khanjulie@example.org,347047119,Subscription Cancellation,App locked after cancellation.,Closed,6/18/2025,6/19/2025
Q1572,thompsonryan@example.org,9743021873,UI Feedback,Mobile responsiveness needs improvement.,Closed,2/13/2025,2/17/2025
Q1573,penny55@example.net,3694865912,UI Feedback,Error messages not clear enough.,Closed,5/7/2025,5/8/2025
Q1574,gallagherbrittany@example.org,6200726602,Subscription Cancellation,Can’t contact support post cancellation.,Closed,6/16/2025,6/24/2025
Q1575,kathleenray@example.org,3011735574,Bug Report,Check/uncheck box not saving state.,Closed,6/5/2025,6/8/2025
Q1576,larry35@example.com,5545726158,Bug Report,Color scheme inconsistent.,Closed,3/20/2025,3/21/2025
Q1577,andrewsdeborah@example.net,8509107089,UI Feedback,Filter section takes too much space.,Closed,6/24/2025,6/26/2025
Q1578,martinchristopher@example.org,68602896,UI Feedback,Font inconsistent across pages.,Closed,5/11/2025,5/13/2025
Q1579,twilson@example.com,9976581820,Account Suspension,Got a warning mail I don’t understand.,Closed,5/11/2025,5/12/2025
Q1580,robynjohnson@example.com,124533245,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,4/13/2025,4/15/2025
Q1581,heatherlawrence@example.com,9797855248,Bug Report,Tab focus jumps incorrectly.,Closed,4/12/2025,4/14/2025
Q1582,michaelprice@example.net,1244417541,Account Suspension,Need reason for my suspension.,Closed,4/28/2025,5/3/2025
Q1583,swarren@example.com,4346934333,Technical Support,Error 500 on accessing dashboard.,Closed,6/28/2025,7/4/2025
Q1584,paulwilliams@example.com,9467174275,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,7/15/2025,7/16/2025
Q1585,jasonfoster@example.org,8267493935,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,3/27/2025,3/28/2025
Q1586,carolsherman@example.org,2086101109,Subscription Cancellation,Cannot downgrade before cancel.,Closed,6/17/2025,6/20/2025
Q1587,cameronsanchez@example.net,93125068,Account Suspension,How do I appeal a suspension?,Closed,2/26/2025,3/7/2025
Q1588,sharpthomas@example.com,9742877324,Payment Failure,Need GST invoice after payment.,Closed,6/2/2025,6/17/2025
Q1589,smunoz@example.org,8728750875,Bug Report,Color scheme inconsistent.,Closed,4/18/2025,4/29/2025
Q1590,brian45@example.org,3633024649,UI Feedback,Icons not intuitive.,Closed,4/25/2025,5/13/2025
Q1591,itucker@example.org,2776063817,Data Export,Export email not received.,Opened,7/5/2025,
Q1592,michellejames@example.com,9586172814,Account Suspension,Can I restore my data after suspension?,Closed,5/16/2025,5/17/2025
Q1593,iherrera@example.org,184586728,Data Export,Charts not included in report export.,Closed,7/18/2025,7/22/2025
Q1594,cynthia51@example.org,4748435875,Feature Request,Would like push notifications for updates.,Closed,2/19/2025,3/1/2025
Q1595,dholt@example.com,9501852601,Bug Report,Dropdown not loading values.,Closed,5/27/2025,6/9/2025
Q1596,juliarichard@example.org,2419954646,Feature Request,Ability to bulk edit entries needed.,Closed,5/24/2025,5/30/2025
Q1597,keith31@example.com,6304360029,UI Feedback,Alignment issues in forms.,Closed,5/2/2025,5/3/2025
Q1598,ayalacatherine@example.org,5054572645,Billing Problem,Unable to update billing address.,Closed,2/15/2025,2/20/2025
Q1599,michael56@example.net,1734137806,Feature Request,Multi-user role system would help.,Closed,3/12/2025,3/15/2025
Q1600,johnstonlindsay@example.net,7323404657,Technical Support,Feature working on web but not mobile.,Closed,4/15/2025,4/17/2025
Q1601,michaelross@example.org,5095723552,Bug Report,Search bar resets randomly.,Closed,5/22/2025,5/23/2025
Q1602,robertking@example.org,8411213385,Data Export,Need monthly data dump in CSV.,Closed,2/16/2025,2/21/2025
Q1603,mark77@example.com,8123206566,Feature Request,Need voice assistant for dashboard.,Closed,7/20/2025,7/27/2025
Q1604,dakotakerr@example.net,4071881182,Login Issue,Error 401 appearing on login.,Closed,2/5/2025,2/7/2025
Q1605,marywilson@example.org,5813369229,Payment Failure,Wrong currency charged.,Closed,2/2/2025,2/3/2025
Q1606,palmeradam@example.net,8122878626,Data Export,Need export in regional time zone.,Closed,6/21/2025,7/5/2025
Q1607,jeffrey82@example.com,3031466428,Account Suspension,My account was suspended without notice.,Closed,6/1/2025,6/3/2025
Q1608,cathyowens@example.net,5976344130,UI Feedback,Table headers not sticky.,Closed,4/28/2025,5/2/2025
Q1609,blewis@example.org,7956308890,Feature Request,Add folder structure to organize data.,Closed,3/7/2025,3/19/2025
Q1610,matthewbrown@example.org,5950893110,Account Suspension,Terms of use were unclear.,Closed,3/31/2025,4/6/2025
Q1611,matthewmanning@example.org,1536115192,Billing Problem,Bill shows usage I didn’t make.,Closed,5/25/2025,5/27/2025
Q1612,julie15@example.com,577187928,Account Suspension,Can’t access services due to ban.,Closed,7/5/2025,7/7/2025
Q1613,zreynolds@example.org,646454180,Data Export,Auto-export not working on Fridays.,Closed,5/7/2025,5/14/2025
Q1614,fwilson@example.org,2783321439,Bug Report,Exported file missing columns.,Closed,3/19/2025,3/23/2025
Q1615,stevenlewis@example.com,3752584405,Payment Failure,Payment success mail delayed.,Closed,4/9/2025,4/10/2025
Q1616,ybradley@example.net,5105370257,UI Feedback,Icons not intuitive.,Closed,3/1/2025,3/10/2025
Q1617,randysanchez@example.org,4072330294,UI Feedback,Dropdowns too close together.,Closed,6/25/2025,6/30/2025
Q1618,sara51@example.org,5644288901,Billing Problem,Billed for a cancelled plan.,Closed,3/30/2025,3/31/2025
Q1619,contreraslogan@example.com,3703659219,Technical Support,Freezing during screen load.,Closed,4/10/2025,4/14/2025
Q1620,gregorykelly@example.com,5898858945,Bug Report,Date selector not responsive.,Closed,2/24/2025,3/5/2025
Q1621,floresmichael@example.com,6914303788,Bug Report,Date selector not responsive.,Closed,5/20/2025,5/21/2025
Q1622,smithalejandra@example.net,4736603343,Bug Report,Tab focus jumps incorrectly.,Closed,2/20/2025,3/8/2025
Q1623,qgross@example.net,3854605173,Login Issue,Captcha keeps looping during login.,Closed,2/27/2025,2/28/2025
Q1624,ybennett@example.com,5884513065,Data Export,Fields are missing in exported report.,Closed,5/18/2025,5/21/2025
Q1625,michaelhood@example.com,7831258400,Login Issue,Captcha keeps looping during login.,Closed,6/7/2025,6/13/2025
Q1626,johnny17@example.org,4875293630,Login Issue,Forgot my password and reset isn’t working.,Closed,7/23/2025,7/24/2025
Q1627,dunnthomas@example.net,9539181755,Payment Failure,Need GST invoice after payment.,Closed,7/1/2025,7/3/2025
Q1628,delgadojacob@example.com,4171568220,Login Issue,Login page taking too long to load.,Closed,5/7/2025,5/8/2025
Q1629,jamieellis@example.net,555054917,UI Feedback,Font inconsistent across pages.,Closed,6/27/2025,7/4/2025
Q1630,julie14@example.net,2699855092,Login Issue,Error 401 appearing on login.,Closed,2/10/2025,2/11/2025
Q1631,andresbird@example.org,7567858664,Billing Problem,Invoice PDF is missing this month.,Closed,7/2/2025,7/7/2025
Q1632,george09@example.net,425309821,Technical Support,Slow performance during peak hours.,Closed,5/21/2025,5/24/2025
Q1633,ipayne@example.net,9352379407,Subscription Cancellation,Still charged after cancellation.,Closed,5/26/2025,5/28/2025
Q1634,jason91@example.org,9414250832,Technical Support,Graphs not rendering properly.,Closed,3/11/2025,3/20/2025
Q1635,mia51@example.net,2838617809,Account Suspension,How do I appeal a suspension?,Closed,2/7/2025,2/11/2025
Q1636,christopherrobinson@example.net,7487719970,Bug Report,Date selector not responsive.,Closed,6/14/2025,6/20/2025
Q1637,lindapowell@example.com,4794379589,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,4/10/2025,4/17/2025
Q1638,cherrymolly@example.net,1557351993,Technical Support,Settings not saving properly.,Closed,6/30/2025,7/1/2025
Q1639,kmaldonado@example.org,3700411362,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,4/22/2025,4/26/2025
Q1640,davisrobert@example.net,4448800654,Feature Request,Request feature to duplicate projects.,Closed,4/30/2025,5/5/2025
Q1641,jessica74@example.org,3005958109,Account Suspension,How do I appeal a suspension?,Opened,6/4/2025,
Q1642,andrewsandrew@example.org,9159754159,Billing Problem,Incorrect tax calculations.,Closed,6/25/2025,6/27/2025
Q1643,jerrythompson@example.org,3397549774,Payment Failure,Didn’t receive invoice after payment.,Closed,2/15/2025,2/21/2025
Q1644,jeffrey27@example.net,3396915911,Bug Report,Form validation not working properly.,Closed,5/27/2025,5/28/2025
Q1645,john55@example.com,34997976,Data Export,Export button missing from UI.,Closed,6/25/2025,6/27/2025
Q1646,heathertate@example.net,1270134218,Login Issue,Account locked after failed attempts.,Closed,6/15/2025,6/19/2025
Q1647,dianerojas@example.org,7459495052,Account Suspension,Can I restore my data after suspension?,Closed,7/27/2025,7/29/2025
Q1648,barnesjessica@example.com,1598364596,Data Export,Fields are missing in exported report.,Closed,2/15/2025,3/4/2025
Q1649,ronaldjohnson@example.org,9662083265,Billing Problem,Invoice still shows old company name.,Closed,4/4/2025,4/22/2025
Q1650,qsnyder@example.com,2560581803,Bug Report,Exported file missing columns.,Closed,7/6/2025,7/12/2025
Q1651,jessicaortega@example.com,6289667698,Technical Support,Can’t install latest update.,Closed,5/25/2025,5/29/2025
Q1652,wilkinsonteresa@example.net,9935422980,Billing Problem,Invoice PDF is missing this month.,Closed,3/18/2025,3/25/2025
Q1653,richard27@example.com,5500954298,Technical Support,Slow performance during peak hours.,Closed,6/14/2025,6/23/2025
Q1654,amandafarmer@example.org,8148839980,UI Feedback,Filter section takes too much space.,Closed,4/26/2025,4/27/2025
Q1655,sbarton@example.com,6188727078,Subscription Cancellation,Received cancellation email but charged again.,Closed,2/6/2025,2/11/2025
Q1656,davisbrian@example.com,7951639275,Bug Report,Check/uncheck box not saving state.,Closed,3/25/2025,4/1/2025
Q1657,patriciasutton@example.net,4046664672,Payment Failure,Card declined despite funds.,Closed,3/20/2025,4/4/2025
Q1658,christine61@example.net,1957945417,Feature Request,Suggesting calendar integration.,Closed,6/17/2025,6/22/2025
Q1659,dday@example.org,4288196046,Payment Failure,EMI option not available anymore.,Closed,7/2/2025,7/10/2025
Q1660,ghughes@example.com,2438365843,Subscription Cancellation,Wrong account cancelled.,Closed,7/23/2025,7/24/2025
Q1661,bpratt@example.net,4918628231,Login Issue,Session expires immediately after login.,Closed,4/10/2025,4/16/2025
Q1662,danataylor@example.org,5803883738,Billing Problem,Bill shows usage I didn’t make.,Closed,5/19/2025,5/20/2025
Q1663,brooksbradley@example.org,7816826519,Bug Report,Page crashes on click of ‘submit’.,Closed,5/2/2025,5/11/2025
Q1664,michaelfowler@example.net,5739446151,Technical Support,Slow performance during peak hours.,Closed,4/9/2025,4/20/2025
Q1665,michellelawrence@example.net,9252917637,Bug Report,Filter not retaining after refresh.,Closed,6/10/2025,6/12/2025
Q1666,timothycisneros@example.net,8106379248,Subscription Cancellation,Still charged after cancellation.,Closed,4/9/2025,4/16/2025
Q1667,kerralexander@example.org,6805912875,Account Suspension,Terms of use were unclear.,Closed,5/26/2025,6/6/2025
Q1668,hsmith@example.org,719819385,Data Export,Auto-export not working on Fridays.,Closed,3/11/2025,3/21/2025
Q1669,vroy@example.com,4015206220,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,3/26/2025,3/31/2025
Q1670,colemantaylor@example.org,8310660854,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,5/6/2025,5/7/2025
Q1671,stevenstammy@example.org,4703229994,Feature Request,Requesting PDF report generation.,Closed,4/25/2025,4/30/2025
Q1672,dvelazquez@example.org,9801161890,Bug Report,Back button doesn’t work.,Closed,6/18/2025,6/29/2025
Q1673,williamsrobert@example.org,8145052208,Feature Request,Ability to bulk edit entries needed.,Closed,7/19/2025,7/21/2025
Q1674,whitelaura@example.org,5956809080,Feature Request,Include a mobile-first UI option.,Closed,3/29/2025,3/31/2025
Q1675,novakjanet@example.net,7631913375,Technical Support,Settings not saving properly.,Closed,3/25/2025,4/3/2025
Q1676,nathanielrussell@example.net,1510208187,Billing Problem,Need clarification on currency charges.,Closed,2/4/2025,2/6/2025
Q1677,davidstewart@example.org,1863448260,Login Issue,Seeing 'invalid session token' error.,Closed,2/15/2025,2/16/2025
Q1678,watsonsarah@example.net,4558237356,Billing Problem,Billing cycle was reset unexpectedly.,Closed,3/13/2025,3/16/2025
Q1679,ysalazar@example.net,7521172350,Data Export,Data export not matching preview.,Closed,6/2/2025,6/3/2025
Q1680,pnorman@example.com,9161335038,Technical Support,Getting JSON decode error.,Closed,3/21/2025,3/22/2025
Q1681,christophersanchez@example.com,3002832351,Technical Support,Feature working on web but not mobile.,Closed,3/1/2025,3/16/2025
Q1682,jacksonkristen@example.com,1009700637,Account Suspension,How do I appeal a suspension?,Closed,1/29/2025,1/30/2025
Q1683,hernandezkayla@example.org,7853585280,UI Feedback,Buttons overlap on smaller screens.,Closed,5/3/2025,5/11/2025
Q1684,kimberly07@example.org,3029114931,Feature Request,Ability to bulk edit entries needed.,Closed,2/1/2025,2/3/2025
Q1685,gallagherscott@example.com,7979446445,Bug Report,Date selector not responsive.,Closed,6/11/2025,6/16/2025
Q1686,susangibson@example.net,8586729238,Feature Request,Provide more chart types in dashboard.,Closed,5/7/2025,5/10/2025
Q1687,toddmarshall@example.net,6658323616,Data Export,Zip file corrupted during export.,Closed,1/31/2025,2/13/2025
Q1688,marshalljoseph@example.org,5463979227,Feature Request,Please add support for dark mode.,Closed,4/28/2025,4/29/2025
Q1689,amichael@example.org,6717196005,Data Export,Exported Excel has broken formatting.,Closed,6/16/2025,6/19/2025
Q1690,hshields@example.net,9843234555,Technical Support,Notifications are not working.,Closed,7/9/2025,7/10/2025
Q1691,alexandermarvin@example.com,2238338256,Account Suspension,Support says I’m blacklisted — why?,Closed,3/6/2025,3/8/2025
Q1692,johnstonelijah@example.net,7501196502,Login Issue,Two-factor authentication is not sending code.,Closed,2/24/2025,3/3/2025
Q1693,michelle38@example.com,8328312751,Data Export,Need monthly data dump in CSV.,Closed,6/5/2025,6/7/2025
Q1694,sharielliott@example.net,7040054019,Feature Request,Need voice assistant for dashboard.,Closed,2/28/2025,3/2/2025
Q1695,david79@example.com,8245928038,Account Suspension,Need reason for my suspension.,Closed,7/10/2025,7/13/2025
Q1696,tiffany69@example.org,9884187632,Login Issue,App logs me out automatically.,Closed,6/23/2025,7/3/2025
Q1697,davidcisneros@example.org,7090679527,Bug Report,Sidebar collapses on scroll.,Closed,6/7/2025,6/8/2025
Q1698,samantha78@example.com,8668227607,Technical Support,Download button is inactive.,Closed,4/15/2025,4/24/2025
Q1699,qeaton@example.net,741475205,Bug Report,Tab focus jumps incorrectly.,Closed,5/27/2025,5/29/2025
Q1700,pamela32@example.com,7318276918,Payment Failure,Need confirmation after retry.,Closed,2/19/2025,2/26/2025
Q1701,sharpkevin@example.org,9851830498,Payment Failure,Need GST invoice after payment.,Closed,6/17/2025,7/2/2025
Q1702,williamhernandez@example.net,6165302509,Account Suspension,Appeal submitted but no response yet.,Closed,2/22/2025,3/7/2025
Q1703,lsmith@example.org,9108596752,Payment Failure,Need confirmation after retry.,Closed,6/7/2025,6/22/2025
Q1704,fshelton@example.com,5499666795,UI Feedback,Icons not intuitive.,Closed,5/25/2025,6/3/2025
Q1705,keithroy@example.com,7763560819,Subscription Cancellation,Received cancellation email but charged again.,Closed,2/24/2025,2/28/2025
Q1706,michael45@example.org,7936938593,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2/21/2025,3/1/2025
Q1707,npatel@example.com,7677315692,Bug Report,Exported file missing columns.,Closed,7/16/2025,7/28/2025
Q1708,patricia89@example.com,6604181299,Bug Report,Unable to delete old entries.,Closed,4/8/2025,4/9/2025
Q1709,lisanewman@example.com,4781140665,Billing Problem,Unable to update billing address.,Closed,6/17/2025,6/23/2025
Q1710,walkerstephen@example.org,9597997421,Data Export,Fields are missing in exported report.,Closed,5/9/2025,5/20/2025
Q1711,williamsrichard@example.org,424873069,Data Export,Auto-export not working on Fridays.,Closed,4/11/2025,4/16/2025
Q1712,peter32@example.org,6080357752,Data Export,Filters not applying in exported data.,Closed,5/14/2025,5/15/2025
Q1713,gileshaley@example.org,9854504299,Data Export,Need JSON export option.,Closed,6/25/2025,6/29/2025
Q1714,ilee@example.net,3852530754,Account Suspension,Need reason for my suspension.,Closed,1/29/2025,2/2/2025
Q1715,cardenasbecky@example.com,6702020835,Billing Problem,Need clarification on currency charges.,Closed,6/20/2025,7/3/2025
Q1716,justincampbell@example.net,2676510258,Login Issue,Seeing 'invalid session token' error.,Closed,5/17/2025,5/18/2025
Q1717,nancy27@example.org,145111502,Technical Support,Feature working on web but not mobile.,Closed,2/25/2025,2/26/2025
Q1718,singhrussell@example.com,4780204398,UI Feedback,Tooltips not displaying on hover.,Closed,4/13/2025,4/19/2025
Q1719,sararodriguez@example.net,4466301584,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,5/31/2025,6/12/2025
Q1720,denisemoore@example.net,3393392094,Payment Failure,Card declined despite funds.,Closed,5/7/2025,5/13/2025
Q1721,wandalewis@example.com,8888574339,Feature Request,Would like push notifications for updates.,Closed,4/14/2025,4/23/2025
Q1722,gomezbruce@example.org,9715648671,Technical Support,White screen on startup.,Closed,4/16/2025,4/20/2025
Q1723,rachel61@example.net,6440368710,Data Export,Export email not received.,Closed,7/15/2025,7/27/2025
Q1724,baileytonya@example.com,3862936941,Bug Report,Date selector not responsive.,Closed,2/25/2025,2/27/2025
Q1725,xwilliams@example.net,6196677406,Data Export,Time range in export is incorrect.,Closed,5/6/2025,5/11/2025
Q1726,paul00@example.org,3064895503,Feature Request,Save filter views for reuse.,Closed,2/8/2025,2/17/2025
Q1727,vanessajohnson@example.net,5426980267,Subscription Cancellation,Auto-renew not turned off.,Closed,2/4/2025,2/9/2025
Q1728,aray@example.net,3373426777,UI Feedback,Alignment issues in forms.,Closed,3/27/2025,4/1/2025
Q1729,stacy89@example.org,7163505227,Login Issue,Getting 'user not found' even with valid ID.,Closed,2/21/2025,2/22/2025
Q1730,kaylahendrix@example.net,6702334723,Subscription Cancellation,Need proof of cancellation for records.,Closed,7/8/2025,7/26/2025
Q1731,josephmargaret@example.com,8513591194,Login Issue,Login page taking too long to load.,Closed,4/30/2025,5/3/2025
Q1732,baldwintonya@example.com,1478308126,Login Issue,Login page taking too long to load.,Closed,3/11/2025,3/14/2025
Q1733,owenshaley@example.net,2550744672,Technical Support,White screen on startup.,Opened,4/16/2025,
Q1734,zduncan@example.org,3305115986,Payment Failure,Promo code not working during payment.,Closed,2/23/2025,2/28/2025
Q1735,vickie22@example.net,87974050,Billing Problem,Charged extra on my last invoice.,Closed,2/21/2025,2/23/2025
Q1736,andersontyler@example.org,5083264026,Login Issue,Account locked after failed attempts.,Closed,3/5/2025,3/13/2025
Q1737,bhamilton@example.com,4822838810,Billing Problem,Billing cycle was reset unexpectedly.,Closed,4/25/2025,4/26/2025
Q1738,reevespaul@example.org,4764744451,Technical Support,Slow performance during peak hours.,Closed,2/9/2025,2/25/2025
Q1739,uprice@example.net,3956631437,Technical Support,White screen on startup.,Closed,6/17/2025,6/26/2025
Q1740,griffinrobert@example.net,8524117297,Subscription Cancellation,Can’t contact support post cancellation.,Closed,4/8/2025,4/11/2025
Q1741,ythomas@example.net,5810654346,Technical Support,Slow performance during peak hours.,Closed,7/22/2025,7/29/2025
Q1742,sophia18@example.org,7681708963,Billing Problem,Billed for a cancelled plan.,Closed,2/22/2025,2/25/2025
Q1743,peterlawrence@example.net,7949011392,Technical Support,Cannot upload files to cloud.,Closed,3/7/2025,3/13/2025
Q1744,melvin03@example.com,9751714368,Feature Request,Suggesting calendar integration.,Closed,2/12/2025,2/23/2025
Q1745,fkelly@example.org,6287422729,Billing Problem,Unable to update billing address.,Closed,4/16/2025,4/17/2025
Q1746,cindy79@example.net,4076217164,UI Feedback,Icons not intuitive.,Closed,4/24/2025,5/1/2025
Q1747,wadejesse@example.com,7795917840,Subscription Cancellation,Auto-renew not turned off.,Closed,3/8/2025,3/16/2025
Q1748,helen39@example.net,3819231499,Subscription Cancellation,Cancel option not visible in settings.,Closed,4/16/2025,4/17/2025
Q1749,eileenmitchell@example.com,8120897826,Login Issue,Login button is unresponsive.,Closed,2/13/2025,2/20/2025
Q1750,shaley@example.org,4875578854,Login Issue,Unable to login with correct credentials.,Closed,3/8/2025,3/10/2025
Q1751,murphylisa@example.com,3814677437,Account Suspension,Need reason for my suspension.,Closed,7/9/2025,7/11/2025
Q1752,alex23@example.org,3884947771,Billing Problem,Late fee charged wrongly.,Closed,4/23/2025,4/26/2025
Q1753,vcollins@example.net,1862821472,UI Feedback,Font inconsistent across pages.,Closed,2/16/2025,2/24/2025
Q1754,markbailey@example.com,6043212805,Bug Report,Unable to delete old entries.,Closed,3/16/2025,3/17/2025
Q1755,arthurbest@example.com,5113620403,Account Suspension,Received policy violation but unclear why.,Closed,6/15/2025,6/19/2025
Q1756,ddavis@example.org,340624312,Login Issue,Getting 'user not found' even with valid ID.,Closed,1/29/2025,2/1/2025
Q1757,dominguezmelissa@example.net,4197863401,Feature Request,Please add support for dark mode.,Closed,4/27/2025,4/28/2025
Q1758,christopherhoward@example.org,9769414890,Bug Report,Dropdown not loading values.,Closed,2/6/2025,2/8/2025
Q1759,zwilliams@example.org,8556235641,Login Issue,Getting 'user not found' even with valid ID.,Closed,7/27/2025,8/4/2025
Q1760,mmatthews@example.com,5348980114,Account Suspension,Suspension mail was too vague.,Closed,3/12/2025,3/19/2025
Q1761,murphydonna@example.org,4170955789,Bug Report,Dropdown not loading values.,Closed,6/27/2025,6/29/2025
Q1762,qmurray@example.com,9502255996,UI Feedback,Buttons overlap on smaller screens.,Closed,5/23/2025,5/30/2025
Q1763,ariasvictor@example.org,6142970219,Payment Failure,Didn’t receive invoice after payment.,Closed,6/16/2025,6/25/2025
Q1764,lawrencegreg@example.net,9509737415,Login Issue,Login button is unresponsive.,Closed,3/31/2025,4/1/2025
Q1765,cassidyhester@example.com,1960897624,Bug Report,Check/uncheck box not saving state.,Closed,6/21/2025,7/4/2025
Q1766,yhubbard@example.com,4782132305,Feature Request,Can we have auto-save for drafts?,Closed,4/24/2025,5/2/2025
Q1767,milleranthony@example.org,7111305293,Data Export,Need JSON export option.,Closed,3/20/2025,4/3/2025
Q1768,gabriellaross@example.org,6053069087,Feature Request,Would like push notifications for updates.,Closed,4/22/2025,4/26/2025
Q1769,kwatkins@example.org,7554215884,Billing Problem,Charged extra on my last invoice.,Closed,1/30/2025,2/10/2025
Q1770,sherry80@example.org,8101611944,Feature Request,Suggesting calendar integration.,Closed,7/14/2025,7/15/2025
Q1771,elizabethwalls@example.com,5824218727,Bug Report,Sidebar collapses on scroll.,Closed,2/11/2025,2/12/2025
Q1772,katrina03@example.net,2395124962,Data Export,Export email not received.,Closed,6/8/2025,6/15/2025
Q1773,william55@example.net,5992040585,Bug Report,Reports section not opening.,Closed,6/23/2025,7/6/2025
Q1774,christineswanson@example.com,703769956,Technical Support,Download button is inactive.,Closed,2/23/2025,2/24/2025
Q1775,briancompton@example.com,8072750765,UI Feedback,Dropdowns too close together.,Closed,6/6/2025,6/10/2025
Q1776,leonardfelicia@example.com,1586127126,Bug Report,Exported file missing columns.,Closed,2/10/2025,2/11/2025
Q1777,hnewman@example.net,6067164423,Payment Failure,Payment gateway not redirecting.,Closed,7/6/2025,7/8/2025
Q1778,ramirezjason@example.org,1338702808,Billing Problem,Duplicate transaction found.,Closed,3/23/2025,3/27/2025
Q1779,margaretflores@example.com,7878308339,UI Feedback,Sidebar hides important links.,Closed,6/30/2025,7/11/2025
Q1780,tracey27@example.com,6702036615,Billing Problem,Billed for a cancelled plan.,Closed,6/17/2025,6/21/2025
Q1781,adamsheather@example.com,7681374107,Bug Report,Color scheme inconsistent.,Closed,4/9/2025,4/10/2025
Q1782,khernandez@example.net,9478904391,Feature Request,Ability to bulk edit entries needed.,Closed,5/23/2025,5/24/2025
Q1783,zacharyanderson@example.org,5916768707,Payment Failure,Need GST invoice after payment.,Closed,2/15/2025,2/18/2025
Q1784,karenhuber@example.org,2117941142,Bug Report,Tab focus jumps incorrectly.,Closed,7/18/2025,7/25/2025
Q1785,matthewtran@example.net,6544873916,Technical Support,Graphs not rendering properly.,Closed,6/5/2025,6/6/2025
Q1786,yfuller@example.net,6239075012,Login Issue,Two-factor authentication is not sending code.,Closed,1/30/2025,1/31/2025
Q1787,englishchristine@example.org,498998881,Login Issue,App logs me out automatically.,Closed,2/26/2025,2/27/2025
Q1788,ryan44@example.net,9456365538,Account Suspension,Got a warning mail I don’t understand.,Closed,4/30/2025,5/10/2025
Q1789,colemichael@example.net,3465768230,Bug Report,Check/uncheck box not saving state.,Closed,2/17/2025,2/19/2025
Q1790,jill86@example.org,583780075,Technical Support,Slow performance during peak hours.,Closed,5/9/2025,5/10/2025
Q1791,austin11@example.org,3121294695,Account Suspension,My account was suspended without notice.,Closed,2/22/2025,2/23/2025
Q1792,ngarcia@example.org,6007675092,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,7/6/2025,7/13/2025
Q1793,bowmanjoshua@example.net,376787114,Login Issue,Login button is unresponsive.,Closed,3/28/2025,4/10/2025
Q1794,iyoung@example.net,2711912810,Technical Support,White screen on startup.,Closed,2/25/2025,2/26/2025
Q1795,mitchelljoshua@example.net,2564818988,Subscription Cancellation,Wrong account cancelled.,Closed,6/15/2025,6/19/2025
Q1796,floresdevin@example.com,9724407339,UI Feedback,Tooltips not displaying on hover.,Closed,5/1/2025,5/2/2025
Q1797,cynthia77@example.org,5344939289,Bug Report,Color scheme inconsistent.,Closed,5/16/2025,5/26/2025
Q1798,vickihudson@example.net,4521995079,Feature Request,Please add support for dark mode.,Closed,6/19/2025,7/1/2025
Q1799,craig82@example.org,3529310911,Bug Report,Reports section not opening.,Closed,2/14/2025,2/28/2025
Q1800,yolandamcclure@example.net,7789072023,Technical Support,Error 500 on accessing dashboard.,Closed,5/30/2025,5/31/2025
Q1801,brandonbradley@example.org,9630377108,Account Suspension,Terms of use were unclear.,Closed,7/13/2025,7/15/2025
